ipv6卫视,#genre#
超级体育,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225715/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225715/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225716/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225716/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225717/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225717/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225717/index.m3u8
拳击体育,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225680/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225680/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225680/index.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225729/index.m3u8
经济分析3,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225683/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225683/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225683/index.m3u8
央广购物①,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225679/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225679/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225679/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225679/index.m3u8
央广购物②,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226068/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226068/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226068/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226068/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225719/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225719/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225719/index.m3u8
优购物,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226065/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226065/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226065/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226065/index.m3u8
中视购物,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225708/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225708/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225708/index.m3u8
优购物,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225757/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225757/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225757/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225757/index.m3u8
风尚购物,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226091/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226091/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226091/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226091/index.m3u8
家有购物,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226094/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226094/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226094/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226094/index.m3u8
家有购物,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225682/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225682/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225682/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225682/index.m3u8
睛彩竞技,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226124/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226124/index.m3u8
睛彩青少,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226508/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226508/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226508/index.m3u8
睛菜篮球,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226469/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226469/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8
睛彩广场舞,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226472/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226472/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8#http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226482/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226482/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226482/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226482/index.m3u8
卡通动漫,#genre#
金鹰卡通,http://121.29.169.138:7777/rtp/239.253.92.163:8055
金鹰卡通,http://116.234.8.76:4022/rtp/239.45.0.38:5140
金鹰卡通,http://218.1.137.248:4022/rtp/239.45.0.38:5140
卡酷少儿,http://218.1.137.248:4022/rtp/239.45.0.8:5140
卡酷少儿,http://116.234.8.76:4022/rtp/239.45.0.8:5140
哈哈炫动,http://218.1.137.248:4022/rtp/239.45.1.55:5140
哈哈炫动,http://116.234.8.76:4022/rtp/239.45.1.55:5140
纪实记录,#genre#
金鹰纪实,http://218.1.137.248:4022/rtp/239.45.1.45:5140
金鹰纪实,http://116.234.8.76:4022/rtp/239.45.1.45:5140
纪实科教,http://116.234.8.76:4022/rtp/239.45.1.14:5140
纪实科教,http://218.1.137.248:4022/rtp/239.45.1.14:5140
电视电影,#genre#
爱情公寓,https://fmbox.cc/huya.php?id=11336726
都挺好,https://fmbox.cc/huya.php?id=21059594
精绝古城,https://fmbox.cc/huya.php?id=11352871
庆余年,https://fmbox.cc/huya.php?id=11352960
家有儿女,https://fmbox.cc/huya.php?id=11352872
神雕侠侣,https://fmbox.cc/huya.php?id=11352964
龙岭迷窟,https://fmbox.cc/huya.php?id=29465863
三十而已,https://fmbox.cc/huya.php?id=21059609
与凤行,https://fmbox.cc/huya.php?id=26355866
星汉灿烂,https://fmbox.cc/huya.php?id=11336591
无心法师,https://fmbox.cc/huya.php?id=30080233
星爷,https://fmbox.cc/huya.php?id=11342412
成龙,https://fmbox.cc/huya.php?id=11342386
华仔,https://fmbox.cc/huya.php?id=11342424
许氏三杰,https://fmbox.cc/huya.php?id=11602033
「联通」央视高清,#genre#
CCTV-1综合,http://121.29.133.109:8888/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.169.107:7777/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.169.107:8888/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.169.223:7777/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.169.223:8888/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.169.225:7777/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.169.225:8888/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.215.204:7777/rtp/239.253.92.83:8012
CCTV-1综合,http://121.29.215.204:8888/rtp/239.253.92.83:8012
CCTV-2财经,http://121.29.133.109:8888/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.169.107:7777/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.169.107:8888/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.169.223:7777/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.169.223:8888/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.169.225:7777/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.169.225:8888/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.215.204:7777/rtp/239.253.92.190:6065
CCTV-2财经,http://121.29.215.204:8888/rtp/239.253.92.190:6065
CCTV-3综艺,http://121.29.133.109:8888/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.169.107:7777/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.169.107:8888/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.169.223:7777/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.169.223:8888/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.169.225:7777/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.169.225:8888/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.215.204:7777/rtp/239.253.92.191:6057
CCTV-3综艺,http://121.29.215.204:8888/rtp/239.253.92.191:6057
CCTV-4中文国际,http://121.29.133.109:8888/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.169.107:7777/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.169.107:8888/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.169.223:7777/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.169.223:8888/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.169.225:7777/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.169.225:8888/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.215.204:7777/rtp/239.253.92.251:6141
CCTV-4中文国际,http://121.29.215.204:8888/rtp/239.253.92.251:6141
CCTV-4欧   洲,http://121.29.133.109:8888/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.169.107:7777/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.169.107:8888/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.169.223:7777/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.169.223:8888/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.169.225:7777/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.169.225:8888/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.215.204:7777/rtp/239.253.93.192:6370
CCTV-4欧   洲,http://121.29.215.204:8888/rtp/239.253.93.192:6370
CCTV-4美   洲,http://121.29.133.109:8888/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.169.107:7777/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.169.107:8888/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.169.223:7777/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.169.223:8888/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.169.225:7777/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.169.225:8888/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.215.204:7777/rtp/239.253.93.193:6371
CCTV-4美   洲,http://121.29.215.204:8888/rtp/239.253.93.193:6371CCTV-5体育,http://121.29.133.109:8888/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.169.107:7777/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.169.107:8888/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.169.223:7777/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.169.223:8888/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.169.225:7777/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.169.225:8888/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.215.204:7777/rtp/239.253.92.181:6046
CCTV-5体育,http://121.29.215.204:8888/rtp/239.253.92.181:6046
CCTV-6电影,http://121.29.133.109:8888/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.169.107:7777/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.169.107:8888/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.169.223:7777/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.169.223:8888/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.169.225:7777/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.169.225:8888/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.215.204:7777/rtp/239.253.92.193:6058
CCTV-6电影,http://121.29.215.204:8888/rtp/239.253.92.193:6058
CCTV-7国防军事,http://121.29.133.109:8888/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.169.107:7777/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.169.107:8888/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.169.223:7777/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.169.223:8888/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.169.225:7777/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.169.225:8888/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.215.204:7777/rtp/239.253.92.194:6059
CCTV-7国防军事,http://121.29.215.204:8888/rtp/239.253.92.194:6059
CCTV-8电视剧,http://121.29.133.109:8888/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.169.107:7777/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.169.107:8888/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.169.223:7777/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.169.223:8888/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.169.225:7777/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.169.225:8888/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.215.204:7777/rtp/239.253.92.195:6060
CCTV-8电视剧,http://121.29.215.204:8888/rtp/239.253.92.195:6060
CCTV-9纪录,http://121.29.133.109:8888/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.169.107:7777/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.169.107:8888/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.169.223:7777/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.169.223:8888/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.169.225:7777/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.169.225:8888/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.215.204:7777/rtp/239.253.92.107:6020
CCTV-9纪录,http://121.29.215.204:8888/rtp/239.253.92.107:6020
CCTV-10科教,http://121.29.133.109:8888/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.169.107:7777/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.169.107:8888/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.169.223:7777/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.169.223:8888/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.169.225:7777/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.169.225:8888/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.215.204:7777/rtp/239.253.92.196:6061
CCTV-10科教,http://121.29.215.204:8888/rtp/239.253.92.196:6061
CCTV-11戏曲,http://121.29.133.109:8888/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.169.107:7777/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.169.107:8888/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.169.223:7777/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.169.223:8888/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.169.225:7777/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.169.225:8888/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.215.204:7777/rtp/239.253.93.153:6321
CCTV-11戏曲,http://121.29.215.204:8888/rtp/239.253.93.153:6321
CCTV-12社会与法,http://121.29.133.109:8888/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.169.107:7777/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.169.107:8888/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.169.223:7777/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.169.223:8888/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.169.225:7777/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.169.225:8888/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.215.204:7777/rtp/239.253.92.197:6062
CCTV-12社会与法,http://121.29.215.204:8888/rtp/239.253.92.197:6062
CCTV-13新闻,http://121.29.133.109:8888/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.169.107:7777/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.169.107:8888/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.169.223:7777/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.169.223:8888/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.169.225:7777/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.169.225:8888/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.215.204:7777/rtp/239.253.92.13:8008
CCTV-13新闻,http://121.29.215.204:8888/rtp/239.253.92.13:8008
CCTV-14少儿,http://121.29.133.109:8888/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.169.107:7777/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.169.107:8888/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.169.223:7777/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.169.223:8888/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.169.225:7777/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.169.225:8888/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.215.204:7777/rtp/239.253.92.198:6063
CCTV-14少儿,http://121.29.215.204:8888/rtp/239.253.92.198:6063
CCTV-15音乐,http://121.29.133.109:8888/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.169.107:7777/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.169.107:8888/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.169.223:7777/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.169.223:8888/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.169.225:7777/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.169.225:8888/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.215.204:7777/rtp/239.253.93.154:6322
CCTV-15音乐,http://121.29.215.204:8888/rtp/239.253.93.154:6322
CCTV-17农业农村,http://121.29.133.109:8888/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.169.107:7777/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.169.107:8888/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.169.223:7777/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.169.223:8888/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.169.225:7777/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.169.225:8888/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.215.204:7777/rtp/239.253.93.150:6318
CCTV-17农业农村,http://121.29.215.204:8888/rtp/239.253.93.150:6318
CCTV-5+体育赛事,http://121.29.133.109:8888/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.169.107:7777/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.169.107:8888/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.169.223:7777/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.169.223:8888/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.169.225:7777/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.169.225:8888/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.215.204:7777/rtp/239.253.92.82:8013
CCTV-5+体育赛事,http://121.29.215.204:8888/rtp/239.253.92.82:8013
「联通」央视数字,#genre#
CCTV电视指南,http://121.29.133.109:8888/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.169.107:7777/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.169.107:8888/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.169.223:7777/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.169.223:8888/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.169.225:7777/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.169.225:8888/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.215.204:7777/rtp/239.253.93.249:6427
CCTV电视指南,http://121.29.215.204:8888/rtp/239.253.93.249:6427
CCTV第一剧场,http://121.29.133.109:8888/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.169.107:7777/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.169.107:8888/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.169.223:7777/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.169.223:8888/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.169.225:7777/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.169.225:8888/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.215.204:7777/rtp/239.253.93.138:6428
CCTV第一剧场,http://121.29.215.204:8888/rtp/239.253.93.138:6428
CCTV风云剧场,http://121.29.133.109:8888/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.169.107:7777/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.169.107:8888/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.169.223:7777/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.169.223:8888/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.169.225:7777/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.169.225:8888/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.215.204:7777/rtp/239.253.93.251:6429
CCTV风云剧场,http://121.29.215.204:8888/rtp/239.253.93.251:6429
CCTV怀旧剧场,http://121.29.133.109:8888/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.169.107:7777/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.169.107:8888/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.169.223:7777/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.169.223:8888/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.169.225:7777/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.169.225:8888/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.215.204:7777/rtp/239.253.93.252:6430
CCTV怀旧剧场,http://121.29.215.204:8888/rtp/239.253.93.252:6430
CCTV风云音乐,http://121.29.133.109:8888/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.169.107:7777/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.169.107:8888/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.169.223:7777/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.169.223:8888/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.169.225:7777/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.169.225:8888/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.215.204:7777/rtp/239.253.93.253:6431
CCTV风云音乐,http://121.29.215.204:8888/rtp/239.253.93.253:6431
CCTV风云足球,http://121.29.133.109:8888/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.169.107:7777/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.169.107:8888/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.169.223:7777/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.169.223:8888/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.169.225:7777/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.169.225:8888/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.215.204:7777/rtp/239.253.93.254:6432
CCTV风云足球,http://121.29.215.204:8888/rtp/239.253.93.254:6432
CCTV高尔夫网球,http://121.29.133.109:8888/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.169.107:7777/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.169.107:8888/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.169.223:7777/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.169.223:8888/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.169.225:7777/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.169.225:8888/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.215.204:7777/rtp/239.253.93.122:6465
CCTV高尔夫网球,http://121.29.215.204:8888/rtp/239.253.93.122:6465
CCTV央视文化精品,http://121.29.133.109:8888/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.169.107:7777/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.169.107:8888/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.169.223:7777/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.169.223:8888/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.169.225:7777/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.169.225:8888/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.215.204:7777/rtp/239.253.93.175:6439
CCTV央视文化精品,http://121.29.215.204:8888/rtp/239.253.93.175:6439
CCTV央视台球,http://121.29.133.109:8888/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.169.107:7777/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.169.107:8888/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.169.223:7777/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.169.223:8888/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.169.225:7777/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.169.225:8888/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.215.204:7777/rtp/239.253.93.231:6409
CCTV央视台球,http://121.29.215.204:8888/rtp/239.253.93.231:6409
CCTV兵器科技,http://121.29.133.109:8888/rtp/239.253.93.47:6435
CCTV兵器科技,http://121.29.169.107:7777/rtp/239.253.93.47:6435
CCTV兵器科技,http://121.29.169.107:8888/rtp/239.253.93.47:6435
CCTV兵器科技,http://121.29.169.223:7777/rtp/239.253.93.47:6435
CCTV兵器科技,http://121.29.169.223:8888/rtp/239.253.93.47:6435
